,,,,,,,,,,,,,,,,,,,,,,,,
연번,"광역자치
단체명","기초자치
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",합계 예산(백만원),국비 예산(백만원),지방비 예산(백만원),"기타
(민간, 자부담 등) 예산(백만원)",방문객수(2023년) 합계,방문객수(2023년) 내국인(명),방문객수(2023년) 외국인(명),전담조직명,조직형태,설립근거,국비 지원 부처명,축제 담당자 기관명,축제 담당자 부서명,축제 담당자 직급/직책,축제 담당자 성명,축제 담당자 연락처
94,부산,동구,동구 3.1절 기념 행사,문화예술,3.9.,시민마당 등,대면,2013, 	- 0,미정,미정, 	- 0, 	500 , 	500 , 	- 0,부산동구문화원,비영리법인,지방문화원진흥법 제4조 제1항,,동구청,문화관광과,주무관,김진용,051-440-4064
95,부산,동구,웹툰이바구길축제,문화예술,10월중,범일동 성북시장(웹툰이바구길) 일원,대면,2023, 	40 , 	- 0, 	40 , 	- 0," 	4,000 "," 	4,000 ",미집계,부산광역시 동구,지자체,부산광역시 동구 축제운영에 관한 조례,해당없음,동구청,문화관광과,주무관,백지수,051-440-4812
96,부산,영도구,영도다리축제,문화예술,10월중,아미르공원,대면,1993, 	521 , 	- 0, 	413 , 	108 ," 	150,000 "," 	150,000 ",미집계,부산영도문화원,비영리법인,부산광역시 영도구 영도문화원 지원 조례,해당없음,영도구,문화관광과,주무관,류세진,051-419-4064
97,부산,영도구,영도커피페스티벌,문화예술,5.24.~5.26.,아미르공원,대면,2019, 	256 , 	- 0, 	256 , 	- 0," 	110,000 "," 	110,000 ",미집계,부산광역시 영도구,지자체,,해당없음,영도구,경제산업과,주무관,곽지향,051-419-6332
98,부산,부산진구,"전포커피축제
(구. 전포카페거리축제)",기타,10월중 ,전포카페거리 일원,대면,2017, 	80 , 	- 0, 	80 , 	- 0," 	8,500 "," 	8,400 ", 	100 ,"부산진구/
전포카페거리,전포공구길, 전포사잇길 상인회","지자체
/민간단체",부산광역시 부산진구 축제 육성 및 지원에 관한 조례,해당없음 ,부산진구청,문화관광과,주무관,김지영,051-605-4524
99,부산,부산진구,서면메디컬스트리트축제 ,기타,10월중 ,서면 메디컬스트리트일원,대면,2011, 	100 , 	- 0, 	75 , 	25 ," 	5,000 "," 	4,000 "," 	1,000 ","부산진구/
(사)서면메디컬스트리트 의료관광협의회           ","지자체
/협의회",부산광역시 부산진구 축제 육성 및 지원에 관한 조례,해당없음,부산진구청,문화관광과,주무관,송지원,051-605-4521
100,부산,부산진구,서면 빛 축제 ,주민화합,24.10.~25.1.,서면1번가 일원,대면,2020, 	600 , 	- 0, 	600 , 	- 0," 	96,000 "," 	96,000 ", 	- 0,부산광역시 부산진구 ,지자체,부산광역시 부산진구 축제 육성 및 지원에 관한 조례,해당없음,부산진구청,문화관광과,주무관,이지현,051-605-4522
101,부산,동래구,동래읍성역사축제,전통역사,10.11.~10.13.,"동래문화회관, 동래읍성광장,
온천천카페거리,
온천장 등",대면,1995, 	875 , 	- 0, 	775 , 	100 ," 	201,820 "," 	201,820 ",미집계,"동래구, 동래문화원, 
동래읍성역사추진위원회","비영리법인/
위원회/
지방자치단체",지방문화원진흥법 제4조 제1항,해당없음,동래구청,문화관광과,주무관,문대혁,051-550-4094
102,부산,동래구,동래 3.1만세운동재현행사,문화예술,3.1.,내성초 및 동래시장 일원 만세거리,대면,1996, 	33 ,미정, 	33 , 	- 0," 	2,000 "," 	2,000 ",미집계,"동래구, 동래문화원","비영리법인/
지방자치단체",지방문화원진흥법 제4조 제1항,,동래구청,문화관광과,주무관,최원영,051-550-4092
103,부산,남구,UN평화축제,문화예술,10.19.~10.20.,평화공원 일원,대면,1997, 	277 , 	- 0, 	277 , 	- 0," 	62,000 "," 	62,000 ",미집계,부산광역시 남구,지자체,부산광역시 남구 축제 육성 미 운영에 관한 조례,해당없음,남구청,문화예술과,주무관,강경희,051-607-4064
104,부산,북구,구포장터 3.1만세운동기념행사,문화예술,3.29.,구포역 광장 등,대면,1999, 	13 , 	- 0, 	13 , 	- 0, 	200 , 	200 ,미집계,낙동문화원,비영리법인,부산광역시 문화원 지원 및 육성에 관한 조례,,북구청,문화체육과,주무관,석창대,051-309-4066
105,부산,북구,낙동강 구포나루 축제,문화예술,10월중(3일간),화명생태공원 연꽃단지 일원,대면,2011, 	400 , 	- 0, 	400 , 	- 0," 	370,000 "," 	370,000 ",미집계,부산 북구,지자체,문화예술진흥법 제7조,해당없음,북구청,문화체육과,주무관,민찬영,051-309-4522
106,부산,해운대구,해운대 달맞이온천축제,전통역사,2.22.~2.24.,해운대해수욕장 일원 ,대면,1983, 	75 , 	- 0, 	35 , 	40 ," 	30,000 "," 	30,000 ",미집계,(사)해운대지구발전협의회,사단법인,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,전정희,051-749-4061
107,부산,해운대구,해운대모래축제,생태자연,5.24.~5.27.,해운대해수욕장 일원 ,대면,2005," 	68,035 ", 	- 0," 	68,035 ", 	- 0," 	853,000 "," 	853,000 ",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
108,부산,해운대구,해운대 해양레저축제,문화예술,8.24.~8.25.,송정해수욕장 일원,대면,2017, 	70 , 	- 0, 	70 , 	- 0," 	2,000 "," 	2,000 ",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,해양진흥과,주무관,김광진,051-749-5602
109,부산,해운대구,해운대 빛축제,문화예술,12월중,"해운대해수욕장, 구남로, 온천길, 시장길 일원 ",대면,2014,미정, 	- 0,미정, 	- 0," 	3,787,000 "," 	3,787,000 ",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
110,부산,해운대구,"해운대 카운트다운
&해맞이축제",기타,"24.12.31.
~25.1.1.",해운대해수욕장 일원 ,대면,2019,미정, 	- 0,미정, 	- 0," 	50,000 "," 	50,000 ",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
111,부산,사하구,다대포어항문화축제,전통역사,10월중,다대포항 공판장 일원,대면,2010, 	80 , 	- 0, 	40 , 	40 ," 	12,000 "," 	12,000 ",미집계,다대포어항문화축제추진위원회,위원회,-,해당없음,사하구청,경제진흥과,주무관,권오현,051-220-4502
112,부산,사하구,감천문화마을골목축제,문화예술,10월중,감천문화마을 일원,대면,2011,-,-,-,미정," 	55,920 "," 	31,539 "," 	24,381 ",(사)감천문화마을 주민협의회,사단법인,"부산광역시 사하구 감천문화마을 조성 및 
운영 지원 등에 관한 조례",해당없음,사하구청,도시재생과,주무관,이승현,051-220-5925
113,부산,금정구,금정산성축제,문화예술,5.24.~5.26.,금정산성광장 및 금정산 일원,혼합형,1996, 	400 , 	- 0, 	400 , 	- 0," 	38,500 "," 	38,500 ",미집계,(재)금정문화재단,재단법인,금정구 금정문화재단 설립 및 운영에 관한 조례,해당없음,금정구청,문화관광과,주무관,손민정,051-519-4062
114,부산,금정구, 부산국제공연예술제,문화예술,9월중,부산대학로 및 금정구 일원,혼합형,2017, 	90 , 	- 0, 	90 , 	- 0," 	30,000 "," 	30,000 ",미집계,(재)금정문화재단,재단법인,금정구 금정문화재단 설립 및 운영에 관한 조례,해당없음,금정구청,문화관광과,주무관,신재훈,051-519-4066
115,부산,금정구,회동호 가을빛 축제,문화예술,10월중,회동호 일원,혼합형,2023, 	50 , 	- 0, 	50 , 	- 0," 	3,000 "," 	3,000 ",미집계,부산광역시 금정구,지자체,부산광역시 금정구 축제위원회 육성 및 지원에 관한 조례,해당없음,금정구청,문화관광과,주무관,손민정,051-519-4062
116,부산,금정구,라라라 페스티벌,기타,10월중,온천천,혼합형,2016, 	90 , 	- 0, 	90 , 	- 0," 	100,000 "," 	100,000 ",미집계,부산광역시 금정구,지자체,부산광역시 금정구 축제위원회 육성 및 지원에 관한 조례,해당없음,금정구청,환경위생과,주무관,박영주,051-519-4424
117,부산,연제구,연제고분판타지축제,전통역사,3.22.~3.24.,"온천천시민공원, 연산동 고분군",대면,2018, 	350 , 	- 0, 	350 , 	- 0," 	126,000 "," 	126,000 ",미집계,연제구축제추진위원회,위원회,부산광역시 연제구 축제추진위원회 육성 및 지원조례,해당없음,연제구청,문화체육과,주무관,정의창,051-665-4064
118,부산,강서구,강서 낙동강30리 벚꽃축제,생태자연,"3.29.~3.31.
(예정)",대저생태공원 일원,대면,2015, 	266 , 	- 0, 	261 , 	5 ," 	200,000 "," 	200,000 ",미집계,강서구축제추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,문화체육과,주무관,전병대,051-970-4062
119,부산,강서구,명지시장 전어축제,특산물,8월말,명지시장 일원,대면,2001, 	66 , 	- 0, 	36 , 	30 ," 	30,000 "," 	30,000 ",미집계,명지시장전어축제추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,경제진흥과,주무관,박춘선,051-970-4472
120,부산,강서구,대저토마토축제,특산물,3.23.~3.24.,강서체육공원,대면,2001, 	400 , 	- 0, 	36 , 	364 ," 	100,000 "," 	100,000 ",미집계,대저토마토축제 추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,농산과,주무관,김지영,051-970-4814
121,부산,수영구,광안리어방축제,전통역사,5.10.~5.12.,광안리해변 및 수영사적공원 일원,대면,2001," 	1,181 ", 	36 ," 	1,145 ", 	- 0," 	211,000 "," 	210,000 "," 	1,000 ",-,지자체,부산광역시 수영구 축제 육성 및 운영 지원에 관한 조례,문화체육관광부,수영구청,문화관광과,주무관,백승진,051-610-4062
122,부산,사상구,사상강변축제,문화예술,"10월중
(2일간)",삼락생태공원 일원,대면,2001, 	350 , 	- 0, 	330 , 	20 ," 	70,000 "," 	69,000 "," 	1,000 ",사상문화원,사단법인,지방문화원진흥법,해당없음,사상구청,문화체육과,주무관,최윤정,051-310-4062
123,부산,사상구,삼락벚꽃축제,문화예술,3.30.~31.,"삼락생태공원 일원, 낙동제방",대면,2009, 	55 , 	- 0, 	55 , 	- 0," 	20,000 "," 	19,500 ", 	500 ,사상문화원,사단법인,지방문화원진흥법,해당없음,사상구청,문화체육과,주무관,여가연,051-310-4064
124,부산,기장군,기장멸치축제,특산물,4월중,대변항 일원,대면,1997, 	240 , 	- 0, 	120 , 	120 ," 	150,000 "," 	150,000 ", 	- 0,기장멸치축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,하정훈,051-709-4502
125,부산,기장군,기장미역다시마 축제,특산물,4월중,이동항 일원,대면,2010, 	80 , 	- 0, 	72 , 	8 , 	- 0, 	- 0, 	- 0,기장미역다시마축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,허민정,051-709-4612
126,부산,기장군,정관생태하천학습문화축제,문화예술,6월중(하루),"정관읍 좌광천 일원, 중앙공원,윗골공원,구목정공원",대면,2012, 	180 , 	- 0, 	180 , 	- 0," 	30,000 "," 	30,000 ",미집계,정관생태하천학습문화축제추진위원회,위원회,부산광역시 기장군 축제운영 및 지원에 관한 조례,해당없음,기장군청,교육청소년과,주무관,허윤정,051-709-4332
127,부산,기장군,기장갯마을축제,주민화합,7~8월중,일광해수욕장,대면,1995, 	84 , 	- 0, 	84 , 	- 0," 	10,000 "," 	10,000 ",미집계,기장갯마을축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,문화체육과,주무관,배은미,051-709-4065
128,부산,기장군,기장붕장어축제,특산물,9~10월중,신암항 일원,대면,2004, 	160 , 	- 0, 	80 , 	80 ," 	20,000 "," 	20,000 ",미집계,기장붕장어축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,김성민,051-709-4524
129,부산,기장군,차성문화제,문화예술,10월중,기장현대차드림볼파크(미정),대면,1995, 	348 , 	- 0, 	348 , 	- 0," 	50,000 "," 	50,000 ",미집계,차성문화제추진위원회,위원회,부산광역시 기장군 차성문화제 조례,해당없음,기장군청,문화체육과,주무관,정미옥,051-709-4062
130,부산,기장군,철마한우불고기축제,특산물,"10월중
(예정)",철마도시 농업공원,대면,2005, 	280 , 	- 0, 	161 , 	119 ," 	300,000 "," 	300,000 ",미집계,철마한우불고기축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,농업정책과,팀장,이희영,051-709-2893
131,부산,기장군,기장군 가을꽃나들이 홍보행사,특산물,"10.17.~10.20.
(예정)",정관 중앙공원 일원,대면,2019, 	50 , 	- 0, 	50 , 	- 0, 	- 0,미집계,미집계,기장군화훼작목반 연합회,민간단체,,해당없음,기장군청,농업정책과,주무관,김송희,051-709-4404
132,부산,기장군,기장 쪽파파전 홍보행사,특산물,"11.9.~11.10.
(예정)",장안읍 일원,대면,2018, 	42 , 	- 0, 	30 , 	12 ," 	10,000 "," 	10,000 ",미집계,기장쪽파영농조합법인,민간단체,,해당없음,기장군청,농업정책과,주무관,박수란,051-709-4405
133,대구,-,제46회 대구약령시한방문화축제,전통역사,05.08.~05.12.,대구약령시 일원,대면,1978,400 ,0 ,380 ,20 ,"89,607 ","89,607 ",미집계,(사)약령시보존위원회,사단법인,"민법 제32조, 대구광역시 사무의 민간위탁 촉진 및 관리 조례 제4조, 대구광역시 한의약박물관 관리 및 운영조례",해당없음,대구시청,의료산업과,주무관,김석현,053-803-6452
134,대구,-,파워풀대구페스티벌,문화예술,05.11.~05.12.,국채보상로 일원,대면,2005,"1,800 ",0 ,"1,800 ",0 ,"610,000 ","610,000 ",미집계,(사)대구예술문화단체총연합회,사단법인,"민법, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙",해당없음,대구시청,문화콘텐츠과,주무관,류혜숙,053-803-3785
135,대구,-,대구생활문화제 ,문화예술,05.11.~05.12.,생활문화센터 등 대구 일원,대면,2014,109 ,0 ,109 ,0 ,"2,600 ","2,600 ",미집계,대구문화예술진흥원,재단법인,재단법인 대구문화예술진흥원 설립 및 운영 조례,해당없음,대구시청,문화예술정책과,주무관,조현숙,053-803-3738
136,대구,-,형형색색 달구벌 관등놀이,전통역사,5월경,대구 전역,혼합형,2013,322 ,0 ,322 ,0 ,"50,000 ","50,000 ",미집계,대구불교총연합회,사단법인,"문화예술진흥법 제3조, 제39조 등",해당없음,대구시청,문화유산과,주무관,박정남,053-803-3755
137,대구,-,제18회 대구국제뮤지컬페스티벌,문화예술,06.21.~07.08.,대구오페라하우스 및 공연장,대면,2007,"2,700 ",400 ,"2,300 ",0 ,"27,242 ","27,242 ",미집계,대구국제뮤지컬페스티벌,사단법인,문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙,문화체육관광부,대구시청,문화콘텐츠과,주무관,김대영,053-803-3791
138,대구,-,대구치맥페스티벌,기타(산업육성),7월초(5일간),두류공원,대면,2013,"2,176 ",36 ,"1,240 ",900 ,"210,000 ","200,000 ","10,000 ",(사)한국치맥산업협회,사단법인,농림축산식품부장관 및 그 소속청장 소관 비영리법인의 설립 및 감독에 관한 규칙,문화체육관광부,대구시청,농산유통과,주무관,최정애,053-803-3462
139,대구,-,제21회 대구국제오페라축제,문화예술,10.04.~11.08.,대구오페라하우스 및 대구 일원,대면,2003,"1,500 ",0 ,"1,500 ",0 ,"26,051 ","25,678 ",373 ,대구문화예술진흥원,재단법인,(재)대구문화예술진흥원 설립 및 운영에 관한 조례,해당없음,대구시청,문화콘텐츠과,주무관,김영진,053-803-3792
140,대구,-,대구콘텐츠페어,기타(산업육성),10.11.~10.12.,엑스코,혼합형,2022,290 ,0 ,290 ,0 ,"14,000 ","14,000 ",0 ,(주)엑스코,주식회사,대구광역시 주식회사 엑스코 설립 조례,해당없음,대구시청,문화콘텐츠과,주무관,김헌미,053-803-3801
141,대구,-,팔공산 산중전통장터 승시 축제,전통역사,10월중,동화사,대면,2010,552 ,0 ,460 ,92 ,"50,000 ","50,000 ",,대한불교조계종,비영리법인,,해당없음,대구시청,관광과,주무관,장준,053-803-6513
142,대구,-,대구포크페스티벌,문화예술,10월중,코오롱야외음악당,혼합형,2015,217 ,0 ,217 ,0 ,"8,000 ","8,000 ",미집계,대구포크페스티벌 조직위원회,사단법인,"문화예술진흥법 제3조, 제39조 등",해당없음,대구시청,문화예술정책과,주무관,이혜진,053-803-3746
